img_id,latency_ms,num_preds,num_gts,tp,fp,fn,precision,recall,f1,sensitivity,specificity,mean_iou,mean_dice
79,35.024404525756836,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.871398735942928,0.9310042508366356
80,30.01689910888672,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8745286814062572,0.9327068331325267
81,29.81400489807129,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8725774389756523,0.9315577968413277
82,29.814720153808594,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8760994001278597,0.9336427151828036
83,29.677629470825195,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8728764030675762,0.9317469335780204
84,29.900312423706055,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8700421377595164,0.9300733221282526
85,29.706239700317383,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.869463061911286,0.9297640608800385
86,33.895254135131836,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8756005811034154,0.9331221441980662
87,29.849529266357422,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8612727372599925,0.9249877703520422
88,29.754161834716797,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8749892770612344,0.9329884646805876
89,30.1973819732666,2,2,2,0,0,1.0,1.0,1.0,1.0,1.0,0.8759464607742973,0.9335268307347137
